id,left,top,right,bottom,lon,lat,area,areatotal,areatotal2,GINDEX,DSIG,OUTLETG,MASK,NLDAS_ID
13279,-128.250000000000000,52.250000000000000,-128.125000000000000,52.125000000000000,-128.187500000000000,52.187500000000000,118450424.466895774006844,113690000.000000000000000,118450424.466895774006844,14542,14190,14190,1,x111y42
13290,-128.250000000000000,50.875000000000000,-128.125000000000000,50.750000000000000,-128.187500000000000,50.812500000000000,122078980.926917016506195,245880000.000000000000000,122078980.926917016506195,10670,-1,10670,2,x111y31
13291,-128.250000000000000,50.750000000000000,-128.125000000000000,50.625000000000000,-128.187500000000000,50.687500000000000,122405394.631356149911880,107220000.000000000000000,245136620.360881328582764,10318,10317,10317,1,x111y30
13389,-128.125000000000000,53.500000000000000,-128.000000000000000,53.375000000000000,-128.062500000000000,53.437500000000000,115092486.778018191456795,1153240000.000000000000000,917687666.592808485031128,18063,18062,18062,1,x112y52
13390,-128.125000000000000,53.375000000000000,-128.000000000000000,53.250000000000000,-128.062500000000000,53.312500000000000,115430772.124530613422394,352770000.000000000000000,115430772.124530613422394,17711,-1,17711,2,x112y51
13391,-128.125000000000000,53.250000000000000,-128.000000000000000,53.125000000000000,-128.062500000000000,53.187500000000000,115768508.061511665582657,126760000.000000000000000,115768508.061511665582657,17359,17358,17358,1,x112y50
13392,-128.125000000000000,53.125000000000000,-128.000000000000000,53.000000000000000,-128.062500000000000,53.062500000000000,116105692.981484830379486,30960000.000000000000000,116105692.981484830379486,17007,17008,17360,1,x112y49
13393,-128.125000000000000,53.000000000000000,-128.000000000000000,52.875000000000000,-128.062500000000000,52.937500000000000,116442325.279539749026299,302770000.000000000000000,232884650.559079498052597,16655,-1,16655,3,x112y48
13394,-128.125000000000000,52.875000000000000,-128.000000000000000,52.750000000000000,-128.062500000000000,52.812500000000000,116778403.353440448641777,77840000.000000000000000,116778403.353440448641777,16303,-1,16303,2,x112y47
13395,-128.125000000000000,52.750000000000000,-128.000000000000000,52.625000000000000,-128.062500000000000,52.687500000000000,117113925.603566139936447,177010000.000000000000000,117113925.603566139936447,15951,-1,15951,2,x112y46
13396,-128.125000000000000,52.625000000000000,-128.000000000000000,52.500000000000000,-128.062500000000000,52.562500000000000,117448890.432960584759712,192500000.000000000000000,117448890.432960584759712,15599,-1,15599,2,x112y45
13397,-128.125000000000000,52.500000000000000,-128.000000000000000,52.375000000000000,-128.062500000000000,52.437500000000000,117783296.247302532196045,160640000.000000000000000,117783296.247302532196045,15247,14895,14895,1,x112y44
13398,-128.125000000000000,52.375000000000000,-128.000000000000000,52.250000000000000,-128.062500000000000,52.312500000000000,118117141.454945027828217,191950000.000000000000000,235900437.702247560024261,14895,-1,14895,3,x112y43
13399,-128.125000000000000,52.250000000000000,-128.000000000000000,52.125000000000000,-128.062500000000000,52.187500000000000,118450424.466895774006844,141630000.000000000000000,118450424.466895774006844,14543,-1,14543,2,x112y42
13400,-128.125000000000000,52.125000000000000,-128.000000000000000,52.000000000000000,-128.062500000000000,52.062500000000000,118783143.696856424212456,131490000.000000014901161,118783143.696856424212456,14191,-1,14191,2,x112y41
13401,-128.125000000000000,52.000000000000000,-128.000000000000000,51.875000000000000,-128.062500000000000,51.937500000000000,119115297.561183303594589,105340000.000000000000000,119115297.561183303594589,13839,-1,13839,2,x112y40
13402,-128.125000000000000,51.875000000000000,-128.000000000000000,51.750000000000000,-128.062500000000000,51.812500000000000,119446884.478956177830696,204100000.000000000000000,119446884.478956177830696,13487,-1,13487,2,x112y39
13403,-128.125000000000000,51.750000000000000,-128.000000000000000,51.625000000000000,-128.062500000000000,51.687500000000000,119777902.871938988566399,138930000.000000000000000,119777902.871938988566399,13135,-1,13135,2,x112y38
13410,-128.125000000000000,50.875000000000000,-128.000000000000000,50.750000000000000,-128.062500000000000,50.812500000000000,122078980.926917016506195,255820000.000000000000000,488968751.116546332836151,10671,-1,10671,3,x112y31
13411,-128.125000000000000,50.750000000000000,-128.000000000000000,50.625000000000000,-128.062500000000000,50.687500000000000,122405394.631356149911880,107700000.000000000000000,122405394.631356149911880,10319,-1,10319,2,x112y30
13509,-128.000000000000000,53.500000000000000,-127.875000000000000,53.375000000000000,-127.937500000000000,53.437500000000000,115092486.778018191456795,51200000.000000000000000,115092486.778018191456795,18064,18063,18062,1,x113y52
13510,-128.000000000000000,53.375000000000000,-127.875000000000000,53.250000000000000,-127.937500000000000,53.312500000000000,115430772.124530613422394,143250000.000000000000000,115430772.124530613422394,17712,-1,17712,2,x113y51
13511,-128.000000000000000,53.250000000000000,-127.875000000000000,53.125000000000000,-127.937500000000000,53.187500000000000,115768508.061511665582657,3216590000.000000000000000,3597231280.903127193450928,17360,-1,17360,3,x113y50
13512,-128.000000000000000,53.125000000000000,-127.875000000000000,53.000000000000000,-127.937500000000000,53.062500000000000,116105692.981484830379486,256340000.000000000000000,232211385.962969660758972,17008,17009,17360,1,x113y49
13513,-128.000000000000000,53.000000000000000,-127.875000000000000,52.875000000000000,-127.937500000000000,52.937500000000000,116442325.279539749026299,90750000.000000000000000,116442325.279539749026299,16656,16655,16655,1,x113y48
13514,-128.000000000000000,52.875000000000000,-127.875000000000000,52.750000000000000,-127.937500000000000,52.812500000000000,116778403.353440448641777,81480000.000000000000000,116778403.353440448641777,16304,-1,16304,2,x113y47
13515,-128.000000000000000,52.750000000000000,-127.875000000000000,52.625000000000000,-127.937500000000000,52.687500000000000,117113925.603566139936447,264670000.000000029802322,234227851.207132279872894,15952,-1,15952,3,x113y46
13516,-128.000000000000000,52.625000000000000,-127.875000000000000,52.500000000000000,-127.937500000000000,52.562500000000000,117448890.432960584759712,174240000.000000000000000,117448890.432960584759712,15600,-1,15600,2,x113y45
13517,-128.000000000000000,52.500000000000000,-127.875000000000000,52.375000000000000,-127.937500000000000,52.437500000000000,117783296.247302532196045,138170000.000000000000000,117783296.247302532196045,15248,-1,15248,2,x113y44
13518,-128.000000000000000,52.375000000000000,-127.875000000000000,52.250000000000000,-127.937500000000000,52.312500000000000,118117141.454945027828217,126020000.000000000000000,118117141.454945027828217,14896,-1,14896,2,x113y43
13519,-128.000000000000000,52.250000000000000,-127.875000000000000,52.125000000000000,-127.937500000000000,52.187500000000000,118450424.466895774006844,103690000.000000000000000,118450424.466895774006844,14544,-1,14544,2,x113y42
13520,-128.000000000000000,52.125000000000000,-127.875000000000000,52.000000000000000,-127.937500000000000,52.062500000000000,118783143.696856424212456,139870000.000000000000000,118783143.696856424212456,14192,-1,14192,2,x113y41
13521,-128.000000000000000,52.000000000000000,-127.875000000000000,51.875000000000000,-127.937500000000000,51.937500000000000,119115297.561183303594589,152900000.000000000000000,238230595.122366607189178,13840,-1,13840,3,x113y40
13522,-128.000000000000000,51.875000000000000,-127.875000000000000,51.750000000000000,-127.937500000000000,51.812500000000000,119446884.478956177830696,334949999.999999940395355,477787537.915824711322784,13488,-1,13488,3,x113y39
13523,-128.000000000000000,51.750000000000000,-127.875000000000000,51.625000000000000,-127.937500000000000,51.687500000000000,119777902.871938988566399,139450000.000000000000000,119777902.871938988566399,13136,-1,13136,2,x113y38
13530,-128.000000000000000,50.875000000000000,-127.875000000000000,50.750000000000000,-127.937500000000000,50.812500000000000,122078980.926917016506195,267760000.000000000000000,366889770.189629316329956,10672,10671,10671,1,x113y31
13531,-128.000000000000000,50.750000000000000,-127.875000000000000,50.625000000000000,-127.937500000000000,50.687500000000000,122405394.631356149911880,133259999.999999985098839,244810789.262712299823761,10320,10672,10671,1,x113y30
13629,-127.875000000000000,53.500000000000000,-127.750000000000000,53.375000000000000,-127.812500000000000,53.437500000000000,115092486.778018191456795,207420000.000000000000000,115092486.778018191456795,18065,18416,18062,1,x114y52
13630,-127.875000000000000,53.375000000000000,-127.750000000000000,53.250000000000000,-127.812500000000000,53.312500000000000,115430772.124530613422394,418110000.000000059604645,461046517.805097579956055,17713,17360,17360,1,x114y51
13631,-127.875000000000000,53.250000000000000,-127.750000000000000,53.125000000000000,-127.812500000000000,53.187500000000000,115768508.061511665582657,3125280000.000000000000000,3020416255.036518096923828,17361,17360,17360,1,x114y50
13632,-127.875000000000000,53.125000000000000,-127.750000000000000,53.000000000000000,-127.812500000000000,53.062500000000000,116105692.981484830379486,835340000.000000000000000,814758536.210414886474609,17009,17361,17360,1,x114y49
